txn_id,fecha,item,cantidad,precio_unit,importe,issue,metodo_pago,source_id,descripcion,status,correction_ref,notas
txn-issue-357,2026-04-27,PALETA-AGUA-GUAYABA,1,25.0,25.0,357,efectivo,357,PALETA AGUA Guayaba,activa,,
txn-issue-357,2026-04-27,PALETA-AGUA-UVA,1,25.0,25.0,357,efectivo,357,PALETA AGUA Uva,activa,,
txn-issue-357,2026-04-27,PALETA-CREMA-PAY-DE-LIMON,1,35.0,35.0,357,efectivo,357,PALETA CREMA Pay de Limon,activa,,
txn-issue-358,2026-04-27,PALETA-AGUA-GUAYABA,1,25.0,25.0,358,efectivo,358,PALETA AGUA Guayaba,activa,,
txn-issue-358,2026-04-27,PALETA-AGUA-PREMIUM-MANGO-CHAMOY,1,30.0,30.0,358,efectivo,358,PALETA AGUA PREMIUM Mango-Chamoy,activa,,
txn-issue-358,2026-04-27,PALETA-AGUA-PREMIUM-PICAPANDA,1,30.0,30.0,358,efectivo,358,PALETA AGUA PREMIUM Picapanda,activa,,
txn-issue-359,2026-04-27,HELADO-NIEVE-SENCILLO,1,25.0,25.0,359,efectivo,359,Helado Nieve Sencillo,activa,,
txn-issue-360,2026-04-27,PALETA-MINI-MINI-AGUA,11,6.0,66.0,360,efectivo,360,PALETA MINI Mini Agua,activa,,
txn-issue-362,2026-04-27,PALETA-CREMA-CHICLE,1,35.0,35.0,362,efectivo,362,PALETA CREMA Chicle,activa,,
txn-issue-364,2026-04-27,HELADO-CLASICO-SENCILLO,1,35.0,35.0,364,efectivo,364,Helado Clasico Sencillo,activa,,
txn-issue-365,2026-04-27,PALETA-CREMA-PREMIUM-NUTELLA,1,40.0,40.0,365,efectivo,365,PALETA CREMA PREMIUM Nutella,activa,,
txn-issue-366,2026-04-27,PALETA-AGUA-PREMIUM-FRUTOS-ROJOS,1,30.0,30.0,366,efectivo,366,PALETA AGUA PREMIUM Frutos Rojos,activa,,
txn-issue-367,2026-04-27,HELADO-GOURMET-SENCILLO,1,40.0,40.0,367,efectivo,367,Helado Gourmet Sencillo,activa,,
txn-issue-367,2026-04-27,PALETA-AGUA-GROSSELLA,2,25.0,50.0,367,efectivo,367,PALETA AGUA Grosella,activa,,
txn-issue-367,2026-04-27,PALETA-AGUA-LIMON,2,25.0,50.0,367,efectivo,367,PALETA AGUA Limon,activa,,
txn-issue-367,2026-04-27,PALETA-CREMA-CHOCOLATE,1,30.0,30.0,367,efectivo,367,PALETA CREMA Chocolate,activa,,
txn-issue-368,2026-04-27,PALETA-AGUA-GUANABANA,1,25.0,25.0,368,efectivo,368,PALETA AGUA Guanabana,activa,,
txn-issue-368,2026-04-27,PALETA-MINI-MINI-AGUA,4,6.0,24.0,368,efectivo,368,PALETA MINI Mini Agua,activa,,
txn-issue-369,2026-04-27,AGUA-FRESCA-GRANDE,1,35.0,35.0,369,efectivo,369,AGUA FRESCA Grande,activa,,
txn-issue-370,2026-04-27,PALETA-CREMA-PREMIUM-SELVA-BLANCA,1,40.0,40.0,370,efectivo,370,PALETA CREMA PREMIUM Selva Blanca,activa,,
txn-issue-370,2026-04-27,PALETA-MINI-MINI-AGUA,1,6.0,6.0,370,efectivo,370,PALETA MINI Mini Agua,activa,,
txn-issue-371,2026-04-27,AGUA-FRESCA-CHICA,1,25.0,25.0,371,efectivo,371,AGUA FRESCA Chica,activa,,
txn-issue-371,2026-04-27,AGUA-FRESCA-GRANDE,1,35.0,35.0,371,efectivo,371,AGUA FRESCA Grande,activa,,
txn-issue-371,2026-04-27,PALETA-CREMA-FRESA-CON-CREMA,1,35.0,35.0,371,efectivo,371,PALETA CREMA Fresa con Crema,activa,,
txn-issue-371,2026-04-27,PALETA-CREMA-PREMIUM-PISTACHE,1,40.0,40.0,371,efectivo,371,PALETA CREMA PREMIUM Pistache,activa,,
txn-issue-372,2026-04-27,PALETA-CREMA-PREMIUM-SELVA-NEGRA,1,40.0,40.0,372,efectivo,372,PALETA CREMA PREMIUM Selva Negra,activa,,
txn-issue-373,2026-04-27,PALETA-MINI-MINI-AGUA,1,6.0,6.0,373,efectivo,373,PALETA MINI Mini Agua,activa,,
txn-issue-374,2026-04-27,PALETA-SIN-AZUCAR-CHOCOLATE,1,45.0,45.0,374,efectivo,374,PALETA SIN AZUCAR Chocoketo,activa,,
txn-issue-374,2026-04-27,PALETA-SIN-AZUCAR-PINON,1,45.0,45.0,374,efectivo,374,PALETA SIN AZUCAR Pinon,activa,,
txn-issue-375,2026-04-27,HELADO-NIEVE-SENCILLO,2,25.0,50.0,375,efectivo,375,Helado Nieve Sencillo,activa,,
